,Acquisition probability,Rpure weights,Rlure weights,Loss
0,0.009900990099009901,1.0891089108910892,1.0,0.023559750594052013
1,0.900990099009901,0.0901969317810902,0.0910101010101011,1.5647524855606636
2,0.900990099009901,0.0802959416820803,0.0818387961245104,0.34487166909706535
3,0.900990099009901,0.0703949515830704,0.07248053860719539,1.4702554732823323
4,0.900990099009901,0.0604939614840605,0.06292955326460481,0.5957302574965644
5,0.900990099009901,0.050592971385050596,0.053179824561403466,1.3494357450533334
6,0.900990099009901,0.04069198128604069,0.043225083986561996,0.6543478865198773
7,0.900990099009901,0.03079099118703079,0.0330587966140472,0.874186847181431
8,0.900990099009901,0.02089000108802089,0.02267414679756885,0.7450690224948282
9,0.900990099009901,0.01098901098901099,0.012064022933588103,0.004941666955731172
