,Acquisition probability,Rpure weights,Rlure weights,Loss
0,0.009900990099009901,1.386138613861386,1.0,0.004941666955731172
1,0.900990099009901,0.38722663475138724,0.3906771006771006,0.34487166909706535
2,0.900990099009901,0.37732564465237733,0.3845293028966499,1.5647524855606636
3,0.900990099009901,0.3674246545533674,0.3782561852202079,0.5957302574965644
4,0.900990099009901,0.3575236644543575,0.37185387636418554,1.4702554732823323
5,0.0009900990099009901,10.336633663366337,7.1133771929824565,0.004941666955731172
6,0.900990099009901,0.33772168425633775,0.3586453859690142,0.6543478865198773
7,0.900990099009901,0.32782069415732784,0.35183062190611947,1.3494357450533334
8,0.900990099009901,0.31791970405831793,0.34486948301815057,0.7450690224948282
9,0.900990099009901,0.308018713959308,0.3377572021862514,0.874186847181431
10,0.900990099009901,0.2981177238602981,0.3304888030162755,0.7565493569618638
11,0.900990099009901,0.28821673376128826,0.3230590882276275,0.7007752435305393
12,0.900990099009901,0.27831574366227835,0.3154626272603801,0.019851857833755666
13,0.900990099009901,0.26841475356326844,0.30769374303857056,0.004941666955731172
14,0.900990099009901,0.25851376346425853,0.2997464978218788,0.2784197971781115
15,0.900990099009901,0.2486127733652486,0.2916146780715865,0.004941666955731172
16,0.900990099009901,0.2387117832662387,0.2832917782497614,0.003067635072865901
17,0.900990099009901,0.2288107931672288,0.27477098346289397,0.004941666955731172
18,0.900990099009901,0.2189098030682189,0.26604515085267366,0.0020278209297116575
19,0.900990099009901,0.209008812969209,0.25710678962711486,0.004941666955731172
20,0.900990099009901,0.1991078228701991,0.24794803961470635,0.020404806996248442
21,0.900990099009901,0.1892068327711892,0.23856064821254697,0.004941666955731172
22,0.900990099009901,0.1793058426721793,0.22893594558638364,0.023559750594052013
23,0.900990099009901,0.1694048525731694,0.2190648179659168,0.004941666955731172
24,0.900990099009901,0.15950386247415949,0.20893767886249093,0.029480082577229953
25,0.900990099009901,0.1496028723751496,0.19854443801812216,0.004941666955731172
26,0.900990099009901,0.1397018822761397,0.18787446787446782,0.015957659774882414
27,0.900990099009901,0.12980089217712978,0.17691656732752625,0.004941666955731172
28,0.900990099009901,0.1198999020781199,0.16565892250823766,0.019796794932565608
29,0.0009900990099009901,10.099009900990099,12.192879499217526,1.3494357450533334
30,0.900990099009901,0.1000979218801001,0.1421938222743051,0.02399053250305956
31,0.0009900990099009901,10.07920792079208,12.871635610766043,0.004941666955731172
32,0.900990099009901,0.0802959416820803,0.11737069409703682,0.003786777504571436
33,0.900990099009901,0.0703949515830704,0.104412488301865,0.2446447433615333
34,0.0009900990099009901,10.049504950495049,14.00836725463591,0.004941666955731172
35,0.900990099009901,0.050592971385050596,0.07732011578165432,0.24191331335403665
36,0.0009900990099009901,10.029702970297029,14.856971153846153,0.004941666955731172
37,0.0009900990099009901,10.01980198019802,15.312003968253968,0.012266208188005763
38,0.900990099009901,0.02089000108802089,0.03346218553591829,0.09865373918241582
39,0.900990099009901,0.01098901098901099,0.01790145338532434,0.10066958779621299
