,Acquisition probability,Weight Rpure,Weight Rlure
53,0.900990099009901,0.46643455554346647,0.9792153768217599
54,0.900990099009901,0.45653356544445656,0.9787742322432424
55,0.900990099009901,0.44663257534544665,0.9783139565748261
56,0.900990099009901,0.43673158524643674,0.9778332778332778
57,0.900990099009901,0.42683059514742683,0.9773308087261575
58,0.900990099009901,0.416929605048417,0.9768050332834386
59,0.900990099009901,0.40702861494940706,0.9762542915853021
60,0.900990099009901,0.39712762485039715,0.9756767622621281
61,0.900990099009901,0.38722663475138724,0.9750704423781347
62,0.900990099009901,0.37732564465237733,0.9744331242306951
63,0.900990099009901,0.3674246545533674,0.9737623684992106
64,0.900990099009901,0.3575236644543575,0.973055473055473
65,0.900990099009901,0.34762267435534766,0.9723094365951509
66,0.900990099009901,0.33772168425633775,0.9715209160587311
67,0.900990099009901,0.32782069415732784,0.9706861765685295
68,0.900990099009901,0.31791970405831793,0.9698010323010323
69,0.900990099009901,0.308018713959308,0.9688607763204538
70,0.900990099009901,0.2981177238602981,0.967860096892355
71,0.900990099009901,0.28821673376128826,0.9667929771378048
72,0.900990099009901,0.27831574366227835,0.9656525740269583
73,0.900990099009901,0.26841475356326844,0.9644310715739287
74,0.900990099009901,0.25851376346425853,0.9631195015810401
75,0.900990099009901,0.2486127733652486,0.9617075232459847
76,0.900990099009901,0.2387117832662387,0.9601831501831501
77,0.900990099009901,0.2288107931672288,0.9585324096193661
78,0.900990099009901,0.2189098030682189,0.9567389132606524
79,0.900990099009901,0.209008812969209,0.954783311926169
80,0.900990099009901,0.1991078228701991,0.9526425954997384
81,0.900990099009901,0.1892068327711892,0.9502891844997108
82,0.900990099009901,0.1793058426721793,0.9476897371634214
83,0.900990099009901,0.1694048525731694,0.9448035624506212
84,0.900990099009901,0.15950386247415949,0.9415804783451842
85,0.900990099009901,0.1496028723751496,0.9379578754578755
86,0.0009900990099009901,10.128712871287128,5.738095238095239
87,0.900990099009901,0.12980089217712978,0.9291752203840116
88,0.900990099009901,0.1198999020781199,0.92378134685827
89,0.0009900990099009901,10.099009900990099,8.560606060606062
90,0.900990099009901,0.1000979218801001,0.9100899100899101
91,0.900990099009901,0.0901969317810902,0.9012210012210012
92,0.900990099009901,0.0802959416820803,0.8904151404151404
93,0.900990099009901,0.0703949515830704,0.8769623233908949
94,0.900990099009901,0.0604939614840605,0.8597592883307169
95,0.900990099009901,0.050592971385050596,0.836996336996337
96,0.900990099009901,0.04069198128604069,0.8054945054945055
97,0.900990099009901,0.03079099118703079,0.7591575091575091
98,0.900990099009901,0.02089000108802089,0.684981684981685
99,0.900990099009901,0.01098901098901099,0.554945054945055
