,Acquisition probability,Weight Rpure,Weight Rlure
0,0.009900990099009901,1.9801980198019802,1.0
1,0.0009900990099009901,10.97029702970297,1.091919191919192
2,0.900990099009901,0.9713850505929713,0.9899103164409286
3,0.900990099009901,0.9614840604939614,0.989807478446233
4,0.0009900990099009901,10.94059405940594,1.098045532646048
5,0.900990099009901,0.9416820802959417,0.9895953826874879
6,0.900990099009901,0.9317810901969318,0.9894859899339182
7,0.900990099009901,0.9218801000979219,0.9893742724902642
8,0.900990099009901,0.911979109998912,0.9892601554593139
9,0.900990099009901,0.902078119899902,0.9891435606915779
10,0.900990099009901,0.8921771298008921,0.9890244066068242
11,0.900990099009901,0.8822761397018822,0.9889026080037316
12,0.900990099009901,0.8723751496028723,0.9887780758567275
13,0.0009900990099009901,10.851485148514852,1.12042842215256
14,0.900990099009901,0.8525731694048525,0.9885204343905226
15,0.0009900990099009901,10.831683168316832,1.1264021887824898
16,0.900990099009901,0.8327711892068327,0.9882506848893403
17,0.900990099009901,0.8228701991078229,0.9881109997288999
18,0.900990099009901,0.812969209008813,0.9879679532926667
19,0.900990099009901,0.8030682189098031,0.9878214227807723
20,0.900990099009901,0.7931672288107932,0.987671279337946
21,0.900990099009901,0.7832662387117832,0.9875173876756155
22,0.900990099009901,0.7733652486127733,0.9873596056653505
23,0.900990099009901,0.7634642585137634,0.9871977839010806
24,0.0009900990099009901,10.742574257425742,1.1594326725905673
25,0.900990099009901,0.7436622783157436,0.9868613842298053
26,0.900990099009901,0.7337612882167337,0.9866864666864666
27,0.900990099009901,0.7238602981177238,0.9865068289725824
28,0.900990099009901,0.7139593080187139,0.9863222774181678
29,0.900990099009901,0.704058317919704,0.9861326076114808
30,0.900990099009901,0.6941573278206942,0.9859376036438411
31,0.0009900990099009901,10.673267326732674,1.194616977225673
32,0.900990099009901,0.6743553476226744,0.9855306671163448
33,0.900990099009901,0.6644543575236644,0.9853182375131453
34,0.900990099009901,0.6545533674246545,0.9850994776367911
35,0.900990099009901,0.6446523773256446,0.9848741002587157
36,0.900990099009901,0.6347513872266347,0.9846418005071851
37,0.900990099009901,0.6248503971276248,0.9844022544915402
38,0.900990099009901,0.6149494070286149,0.9841551177956708
39,0.900990099009901,0.605048416929605,0.983900023825989
40,0.0009900990099009901,10.584158415841584,1.2592896174863388
41,0.0009900990099009901,10.574257425742575,1.268361581920904
42,0.900990099009901,0.5753454466325753,0.9830829602892723
43,0.0009900990099009901,10.554455445544555,1.2879612825166364
44,0.900990099009901,0.5555434664345555,0.9824905670770332
45,0.900990099009901,0.5456424763355456,0.9821785357499643
46,0.0009900990099009901,10.524752475247524,1.3215488215488216
47,0.900990099009901,0.5258404961375258,0.9815198777462928
48,0.900990099009901,0.5159395060385159,0.9811719485159253
49,0.900990099009901,0.506038515939506,0.9808106674622512
50,0.900990099009901,0.49613752584049614,0.9804352510234863
51,0.900990099009901,0.48623653574148623,0.9800448531060776
52,0.0009900990099009901,10.465346534653465,1.4085884353741496
